id	referencia	descripcion	descripcion_larga	FAMILIA	SUBFAMILIA	COLECCION	CATEGORIA	nombre_talla	nombre_Color	codigobarras	stock	stockminimo	tarifa_pvp	tarifa_coste	tarifa_multimarca	tarifa_pmp_grupo	tarifa_retail	tarifa_pmp_empresa
10658420TU	10658420	CORBATA SEDA RAYAS VERDE TU	CORBATA SEDA RAYAS VERDE TU	CORBATA	SEDA	NOOS	ACCESORIOS	TU	VERDE	8435408466875	0	0	59,90 €	7,90 €	26,04 €	12,73 €	19,97 €	12,73 €
10662241TU	10662241	CALCETIN MINILOGO GRANATE TU	CALCETIN MINILOGO GRANATE TU	CALCETINES	MINI LOGO	NOOS	ACCESORIOS	TU	GRANATE	8435408467308	12	0	10,95 €	2,30 €	4,76 €	2,75 €	3,65 €	2,75 €
10662363TU	10662363	CALCETIN MINILOGO MARINO TU	CALCETIN MINILOGO MARINO TU	CALCETINES	MINI LOGO	NOOS	ACCESORIOS	TU	MARINO	8435408467292	2	0	10,95 €	2,30 €	4,76 €	2,84 €	3,65 €	2,84 €
10662365TU	10662365	CALCETIN MINILOGO AÑIL TU	CALCETIN MINILOGO AÑIL TU	CALCETINES	MINI LOGO	NOOS	ACCESORIOS	TU	AÑIL	8435408467315	5	0	10,95 €	2,30 €	4,76 €	2,70 €	3,65 €	2,70 €
10663120TU	10663120	CARTERA CAMEL TU	CARTERA CAMEL TU	CARTERA	LOGO	NOOS	ACCESORIOS	TU	CAMEL	8435408467339	17	0	49,90 €	14,95 €	21,70 €	15,74 €	16,63 €	15,74 €
10663364TU	10663364	CARTERA ROYAL TU	CARTERA ROYAL TU	CARTERA	LOGO	NOOS	ACCESORIOS	TU	ROYAL	8435408467322	12	0	49,90 €	14,95 €	21,70 €	15,71 €	16,63 €	15,71 €
10664240TU	10664240	TARJETERO ROJO TU	TARJETERO ROJO TU	TARJETERO	LOGO	NOOS	ACCESORIOS	TU	ROJO	8435408467353	8	0	29,90 €	7,50 €	13,00 €	8,82 €	9,97 €	8,82 €
10664364TU	10664364	TARJETERO ROYAL TU	TARJETERO ROYAL TU	TARJETERO	LOGO	NOOS	ACCESORIOS	TU	ROYAL	8435408467346	3	0	29,90 €	7,50 €	13,00 €	8,51 €	9,97 €	8,51 €
10665013L	10665013	GUANTE CONDUCIR CUERO L	GUANTE CONDUCIR CUERO L	GUANTES	CUERO	NOOS	ACCESORIOS	L	CUERO	8435408467483	2	0	79,90 €	25,00 €	39,95 €	31,96 €	31,96 €	31,96 €
10665013M	10665013	GUANTE CONDUCIR CUERO M	GUANTE CONDUCIR CUERO M	GUANTES	CUERO	NOOS	ACCESORIOS	M	CUERO	8435408467476	0	0	79,90 €	25,00 €	39,95 €	31,96 €	31,96 €	31,96 €
10665247L	10665247	GUANTE CONDUCIR BURDEOS L	GUANTE CONDUCIR BURDEOS L	GUANTES	CUERO	NOOS	ACCESORIOS	L	BURDEOS	8435408467469	1	0	79,90 €	25,00 €	39,95 €	31,96 €	31,96 €	31,96 €
10665247M	10665247	GUANTE CONDUCIR BURDEOS M	GUANTE CONDUCIR BURDEOS M	GUANTES	CUERO	NOOS	ACCESORIOS	M	BURDEOS	8435408467452	1	0	79,90 €	25,00 €	39,95 €	31,96 €	31,96 €	31,96 €
10750363TU	10750363	CORBATA TOPOS MARINO TU	CORBATA TOPOS MARINO TU	CORBATA	TOPOS	PV2017	ACCESORIOS	TU	MARINO	8435408473798	0	0	39,90 €	3,50 €	17,00 €	7,55 €	13,30 €	7,55 €
10752361TU	10752361	CORBATA RAYAS MINI CELESTE TU	CORBATA RAYAS MINI CELESTE TU	CORBATA	RAYAS	PV2017	ACCESORIOS	TU	CELESTE	8435408473774	1	0	39,90 €	3,50 €	17,00 €	7,58 €	13,30 €	7,58 €
10753360TU	10753360	CORBATA RAYAS BICOLOR AZUL TU	CORBATA RAYAS BICOLOR AZUL TU	CORBATA	RAYAS	PV2017	ACCESORIOS	TU	AZUL	8435408473767	1	0	39,90 €	3,50 €	17,00 €	7,27 €	13,30 €	7,27 €
10754360TU	10754360	CORBATA ESTAMPADO AZUL TU	CORBATA ESTAMPADO AZUL TU	CORBATA	ESTAMPADO	PV2017	ACCESORIOS	TU	AZUL	8435408473750	0	0	39,90 €	3,50 €	17,00 €	6,56 €	13,30 €	6,56 €
10755360TU	10755360	CORBATA TOPOS AZUL TU	CORBATA TOPOS AZUL TU	CORBATA	TOPOS	PV2017	ACCESORIOS	TU	AZUL	8435408473781	0	0	39,90 €	3,50 €	17,00 €	7,27 €	13,30 €	7,27 €
10756360TU	10756360	CORBATA TOPOS ROJO AZUL TU	CORBATA TOPOS ROJO AZUL TU	CORBATA	TOPOS	PV2017	ACCESORIOS	TU	AZUL	8435408473835	3	0	39,90 €	3,50 €	17,00 €	7,04 €	13,30 €	7,04 €
11750363L	11750363	BAÑADOR FRANJA MARINO L	BAÑADOR FRANJA MARINO L	BAÑO	FRANJA	PV2017	BAÑO	L	MARINO	8435408471534	12	0	49,90 €	9,50 €	19,96 €	11,33 €	16,63 €	11,33 €
11750363M	11750363	BAÑADOR FRANJA MARINO M	BAÑADOR FRANJA MARINO M	BAÑO	FRANJA	PV2017	BAÑO	M	MARINO	8435408471527	2	0	49,90 €	9,50 €	19,96 €	11,37 €	16,63 €	11,37 €
11750363S	11750363	BAÑADOR FRANJA MARINO S	BAÑADOR FRANJA MARINO S	BAÑO	FRANJA	PV2017	BAÑO	S	MARINO	8435408471510	13	0	49,90 €	9,50 €	19,96 €	11,24 €	16,63 €	11,24 €
11750363XL	11750363	BAÑADOR FRANJA MARINO XL	BAÑADOR FRANJA MARINO XL	BAÑO	FRANJA	PV2017	BAÑO	XL	MARINO	8435408471541	10	0	49,90 €	9,50 €	19,96 €	11,77 €	16,63 €	11,77 €
11750363XXL	11750363	BAÑADOR FRANJA MARINO XXL	BAÑADOR FRANJA MARINO XXL	BAÑO	FRANJA	PV2017	BAÑO	XXL	MARINO	8435408471558	10	0	49,90 €	9,50 €	19,96 €	11,49 €	16,63 €	11,49 €
11751369L	11751369	BAÑADOR LOGO AZULON L	BAÑADOR LOGO AZULON L	BAÑO	LOGO	PV2017	BAÑO	L	AZULON	8435408471633	2	0	49,90 €	9,50 €	19,96 €	12,32 €	16,63 €	12,32 €
11751369M	11751369	BAÑADOR LOGO AZULON M	BAÑADOR LOGO AZULON M	BAÑO	LOGO	PV2017	BAÑO	M	AZULON	8435408471626	0	0	49,90 €	9,50 €	19,96 €	11,97 €	16,63 €	11,97 €
11751369S	11751369	BAÑADOR LOGO AZULON S	BAÑADOR LOGO AZULON S	BAÑO	LOGO	PV2017	BAÑO	S	AZULON	8435408471619	1	0	49,90 €	9,50 €	19,96 €	16,12 €	16,63 €	16,12 €
11751369XL	11751369	BAÑADOR LOGO AZULON XL	BAÑADOR LOGO AZULON XL	BAÑO	LOGO	PV2017	BAÑO	XL	AZULON	8435408471640	0	0	49,90 €	9,50 €	19,96 €	12,19 €	16,63 €	12,19 €
11751369XXL	11751369	BAÑADOR LOGO AZULON XXL	BAÑADOR LOGO AZULON XXL	BAÑO	LOGO	PV2017	BAÑO	XXL	AZULON	8435408471657	3	0	49,90 €	9,50 €	19,96 €	10,95 €	16,63 €	10,95 €
11751433L	11751433	BAÑADOR LOGO VERDE AGUA L	BAÑADOR LOGO VERDE AGUA L	BAÑO	LOGO	PV2017	BAÑO	L	VERDE AGUA	8435408471589	0	0	49,90 €	9,50 €	19,96 €	11,05 €	16,63 €	11,05 €
11751433M	11751433	BAÑADOR LOGO VERDE AGUA M	BAÑADOR LOGO VERDE AGUA M	BAÑO	LOGO	PV2017	BAÑO	M	VERDE AGUA	8435408471572	0	0	49,90 €	9,50 €	19,96 €	11,45 €	16,63 €	11,45 €
11751433S	11751433	BAÑADOR LOGO VERDE AGUA S	BAÑADOR LOGO VERDE AGUA S	BAÑO	LOGO	PV2017	BAÑO	S	VERDE AGUA	8435408471565	0	0	49,90 €	9,50 €	19,96 €	11,80 €	16,63 €	11,80 €
11751433XL	11751433	BAÑADOR LOGO VERDE AGUA XL	BAÑADOR LOGO VERDE AGUA XL	BAÑO	LOGO	PV2017	BAÑO	XL	VERDE AGUA	8435408471596	2	0	49,90 €	9,50 €	19,96 €	11,75 €	16,63 €	11,75 €
11751433XXL	11751433	BAÑADOR LOGO VERDE AGUA XXL	BAÑADOR LOGO VERDE AGUA XXL	BAÑO	LOGO	PV2017	BAÑO	XXL	VERDE AGUA	8435408471602	3	0	49,90 €	9,50 €	19,96 €	11,38 €	16,63 €	11,38 €
11752242L	11752242	BAÑADOR FLORES ROSA L	BAÑADOR FLORES ROSA L	BAÑO	FLORES	PV2017	BAÑO	L	ROSA	8435408467612	1	0	49,90 €	11,00 €	19,96 €	13,01 €	16,63 €	13,01 €
11752242M	11752242	BAÑADOR FLORES ROSA M	BAÑADOR FLORES ROSA M	BAÑO	FLORES	PV2017	BAÑO	M	ROSA	8435408467605	0	0	49,90 €	11,00 €	19,96 €	13,61 €	16,63 €	13,61 €
11752242S	11752242	BAÑADOR FLORES ROSA S	BAÑADOR FLORES ROSA S	BAÑO	FLORES	PV2017	BAÑO	S	ROSA	8435408467599	1	0	49,90 €	11,00 €	19,96 €	13,55 €	16,63 €	13,55 €
11752242XL	11752242	BAÑADOR FLORES ROSA XL	BAÑADOR FLORES ROSA XL	BAÑO	FLORES	PV2017	BAÑO	XL	ROSA	8435408467629	0	0	49,90 €	11,00 €	19,96 €	13,22 €	16,63 €	13,22 €
11752242XXL	11752242	BAÑADOR FLORES ROSA XXL	BAÑADOR FLORES ROSA XXL	BAÑO	FLORES	PV2017	BAÑO	XXL	ROSA	8435408467636	0	0	49,90 €	11,00 €	19,96 €	13,50 €	16,63 €	13,50 €
1260136354	12601363	TRAJE MARINO 54	TRAJE MARINO 54	TRAJE	CLASICO	PV 2016	TRAJE	54	MARINO	8435408460279	0	0	259,00 €	39,00 €	121,00 €	39,00 €	49,00 €	39,00 €
1260248050	12602480	TRAJE NEGRO 50	TRAJE NEGRO 50	TRAJE	CLASICO	PV 2016	TRAJE	50	NEGRO	8435408460415	0	0	249,00 €	33,00 €	121,00 €	33,00 €	45,00 €	33,00 €
1260248052	12602480	TRAJE NEGRO 52	TRAJE NEGRO 52	TRAJE	CLASICO	PV 2016	TRAJE	52	NEGRO	8435408460422	0	0	249,00 €	33,00 €	121,00 €	33,00 €	45,00 €	33,00 €
1260248054	12602480	TRAJE NEGRO 54	TRAJE NEGRO 54	TRAJE	CLASICO	PV 2016	TRAJE	54	NEGRO	8435408460439	0	0	249,00 €	33,00 €	121,00 €	33,00 €	45,00 €	33,00 €
1260248056	12602480	TRAJE NEGRO 56	TRAJE NEGRO 56	TRAJE	CLASICO	PV 2016	TRAJE	56	NEGRO	8435408460446	0	0	249,00 €	33,00 €	121,00 €	33,00 €	45,00 €	33,00 €
1260248058	12602480	TRAJE NEGRO 58	TRAJE NEGRO 58	TRAJE	CLASICO	PV 2016	TRAJE	58	NEGRO	8435408460453	0	0	249,00 €	33,00 €	121,00 €	33,00 €	45,00 €	33,00 €
1260436358	12604363	TRAJE CLASICO OJO PERDIZ MARINO 58	TRAJE CLASICO OJO PERDIZ MARINO 58	TRAJE	OJO PERDIZ	OI2017	TRAJE	58	MARINO	8435408477703	17	0	199,90 €	35,95 €	79,96 €	35,95 €	35,95 €	35,95 €
1260454048	12604540	TRAJE CLASICO OJO PERDIZ GRIS 48	TRAJE CLASICO OJO PERDIZ GRIS 48	TRAJE	OJO PERDIZ	OI2017	TRAJE	48	GRIS	8435408477765	9	0	199,90 €	35,95 €	79,96 €	35,95 €	35,95 €	35,95 €
1260454050	12604540	TRAJE CLASICO OJO PERDIZ GRIS 50	TRAJE CLASICO OJO PERDIZ GRIS 50	TRAJE	OJO PERDIZ	OI2017	TRAJE	50	GRIS	8435408477772	8	0	199,90 €	35,95 €	79,96 €	35,95 €	35,95 €	35,95 €
1260454052	12604540	TRAJE CLASICO OJO PERDIZ GRIS 52	TRAJE CLASICO OJO PERDIZ GRIS 52	TRAJE	OJO PERDIZ	OI2017	TRAJE	52	GRIS	8435408477789	6	0	199,90 €	35,95 €	79,96 €	35,95 €	35,95 €	35,95 €
1260454054	12604540	TRAJE CLASICO OJO PERDIZ GRIS 54	TRAJE CLASICO OJO PERDIZ GRIS 54	TRAJE	OJO PERDIZ	OI2017	TRAJE	54	GRIS	8435408477796	5	0	199,90 €	35,95 €	79,96 €	35,95 €	35,95 €	35,95 €
1260454056	12604540	TRAJE CLASICO OJO PERDIZ GRIS 56	TRAJE CLASICO OJO PERDIZ GRIS 56	TRAJE	OJO PERDIZ	OI2017	TRAJE	56	GRIS	8435408477802	4	0	199,90 €	35,95 €	79,96 €	35,95 €	35,95 €	35,95 €
1260454058	12604540	TRAJE CLASICO OJO PERDIZ GRIS 58	TRAJE CLASICO OJO PERDIZ GRIS 58	TRAJE	OJO PERDIZ	OI2017	TRAJE	58	GRIS	8435408477819	8	0	199,90 €	35,95 €	79,96 €	35,95 €	35,95 €	35,95 €
1275036048	12750360	TRAJE LISO AZUL 48	TRAJE LISO AZUL 48	TRAJE	LISO	PV2017	TRAJE	48	AZUL	8435408470995	2	0	199,90 €	41,95 €	79,96 €	53,66 €	66,63 €	53,66 €
1275036050	12750360	TRAJE LISO AZUL 50	TRAJE LISO AZUL 50	TRAJE	LISO	PV2017	TRAJE	50	AZUL	8435408471008	2	0	199,90 €	41,95 €	79,96 €	39,42 €	66,63 €	39,42 €
1275036052	12750360	TRAJE LISO AZUL 52	TRAJE LISO AZUL 52	TRAJE	LISO	PV2017	TRAJE	52	AZUL	8435408471015	2	0	199,90 €	41,95 €	79,96 €	38,87 €	66,63 €	38,87 €
1275036054	12750360	TRAJE LISO AZUL 54	TRAJE LISO AZUL 54	TRAJE	LISO	PV2017	TRAJE	54	AZUL	8435408471022	0	0	199,90 €	41,95 €	79,96 €	37,95 €	66,63 €	37,95 €
1275036056	12750360	TRAJE LISO AZUL 56	TRAJE LISO AZUL 56	TRAJE	LISO	PV2017	TRAJE	56	AZUL	8435408471039	0	0	199,90 €	41,95 €	79,96 €	37,95 €	66,63 €	37,95 €
1275036344	12750363	TRAJE LISO MARINO 44	TRAJE LISO MARINO 44	TRAJE	LISO	PV2017	TRAJE	44	MARINO	8435408477444	0	0	199,90 €	41,95 €	79,96 €	41,95 €	41,95 €	41,95 €
1275036346	12750363	TRAJE LISO MARINO 46	TRAJE LISO MARINO 46	TRAJE	LISO	PV2017	TRAJE	46	MARINO	8435408477451	1	0	199,90 €	41,95 €	79,96 €	41,95 €	41,95 €	41,95 €
1275036348	12750363	TRAJE LISO MARINO 48	TRAJE LISO MARINO 48	TRAJE	LISO	PV2017	TRAJE	48	MARINO	8435408470933	2	0	199,90 €	41,95 €	79,96 €	47,71 €	66,63 €	47,71 €
1275036350	12750363	TRAJE LISO MARINO 50	TRAJE LISO MARINO 50	TRAJE	LISO	PV2017	TRAJE	50	MARINO	8435408470940	0	0	199,90 €	41,95 €	79,96 €	47,08 €	66,63 €	47,08 €
1275036352	12750363	TRAJE LISO MARINO 52	TRAJE LISO MARINO 52	TRAJE	LISO	PV2017	TRAJE	52	MARINO	8435408470957	3	0	199,90 €	41,95 €	79,96 €	50,61 €	66,63 €	50,61 €
1275036354	12750363	TRAJE LISO MARINO 54	TRAJE LISO MARINO 54	TRAJE	LISO	PV2017	TRAJE	54	MARINO	8435408470964	4	0	199,90 €	41,95 €	79,96 €	48,24 €	66,63 €	48,24 €
1275036356	12750363	TRAJE LISO MARINO 56	TRAJE LISO MARINO 56	TRAJE	LISO	PV2017	TRAJE	56	MARINO	8435408470971	3	0	199,90 €	41,95 €	79,96 €	45,70 €	66,63 €	45,70 €
1275136048	12751360	TRAJE RAYA DIPLOMATICA AZUL 48	TRAJE RAYA DIPLOMATICA AZUL 48	TRAJE	RAYA DIPLOMATICA	PV2017	TRAJE	48	AZUL	8435408471053	12	0	199,90 €	37,95 €	67,60 €	45,53 €	66,63 €	45,53 €
1275136050	12751360	TRAJE RAYA DIPLOMATICA AZUL 50	TRAJE RAYA DIPLOMATICA AZUL 50	TRAJE	RAYA DIPLOMATICA	PV2017	TRAJE	50	AZUL	8435408471060	14	0	199,90 €	37,95 €	67,60 €	44,58 €	66,63 €	44,58 €
1275136052	12751360	TRAJE RAYA DIPLOMATICA AZUL 52	TRAJE RAYA DIPLOMATICA AZUL 52	TRAJE	RAYA DIPLOMATICA	PV2017	TRAJE	52	AZUL	8435408471077	6	0	199,90 €	37,95 €	67,60 €	47,83 €	66,63 €	47,83 €
1275136054	12751360	TRAJE RAYA DIPLOMATICA AZUL 54	TRAJE RAYA DIPLOMATICA AZUL 54	TRAJE	RAYA DIPLOMATICA	PV2017	TRAJE	54	AZUL	8435408471084	5	0	199,90 €	37,95 €	67,60 €	45,52 €	66,63 €	45,52 €
1275136056	12751360	TRAJE RAYA DIPLOMATICA AZUL 56	TRAJE RAYA DIPLOMATICA AZUL 56	TRAJE	RAYA DIPLOMATICA	PV2017	TRAJE	56	AZUL	8435408471091	8	0	199,90 €	37,95 €	67,60 €	44,95 €	66,63 €	44,95 €
1276036348	12760363	TRAJE POCKET MARINO 48	TRAJE POCKET MARINO 48	TRAJE	POCKET	PV2017	TRAJE	48	MARINO	8435408477468	1	0	199,90 €	37,95 €	79,96 €	30,36 €	37,95 €	30,36 €
1276036350	12760363	TRAJE POCKET MARINO 50	TRAJE POCKET MARINO 50	TRAJE	POCKET	PV2017	TRAJE	50	MARINO	8435408477475	0	0	199,90 €	37,95 €	79,96 €	25,30 €	37,95 €	25,30 €
1276036352	12760363	TRAJE POCKET MARINO 52	TRAJE POCKET MARINO 52	TRAJE	POCKET	PV2017	TRAJE	52	MARINO	8435408477482	1	0	199,90 €	37,95 €	79,96 €	32,12 €	37,95 €	32,12 €
1276036354	12760363	TRAJE POCKET MARINO 54	TRAJE POCKET MARINO 54	TRAJE	POCKET	PV2017	TRAJE	54	MARINO	8435408477499	1	0	199,90 €	37,95 €	79,96 €	28,66 €	37,95 €	28,66 €
1276036356	12760363	TRAJE POCKET MARINO 56	TRAJE POCKET MARINO 56	TRAJE	POCKET	PV2017	TRAJE	56	MARINO	8435408477505	3	0	199,90 €	37,95 €	79,96 €	28,46 €	37,95 €	28,46 €
1276036358	12760363	TRAJE POCKET MARINO 58	TRAJE POCKET MARINO 58	TRAJE	POCKET	PV2017	TRAJE	58	MARINO	8435408477512	0	0	199,90 €	37,95 €	79,96 €	22,77 €	37,95 €	22,77 €
165248048	1252480	TRAJE NEGRO 48	TRAJE NEGRO 48	TRAJE	CLASICO	PV 2016	TRAJE	48	NEGRO	8435408459853	0	0	254,90 €	36,00 €	121,00 €	65,89 €	85,00 €	65,89 €
165248050	1252480	TRAJE NEGRO 50	TRAJE NEGRO 50	TRAJE	CLASICO	PV 2016	TRAJE	50	NEGRO	8435408459860	8	0	254,90 €	36,00 €	121,00 €	65,28 €	85,00 €	65,28 €
165248052	1252480	TRAJE NEGRO 52	TRAJE NEGRO 52	TRAJE	CLASICO	PV 2016	TRAJE	52	NEGRO	8435408459877	19	0	254,90 €	36,00 €	121,00 €	77,78 €	85,00 €	77,78 €
165248054	1252480	TRAJE NEGRO 54	TRAJE NEGRO 54	TRAJE	CLASICO	PV 2016	TRAJE	54	NEGRO	8435408459884	21	0	254,90 €	36,00 €	121,00 €	73,38 €	85,00 €	73,38 €
165248056	1252480	TRAJE NEGRO 56	TRAJE NEGRO 56	TRAJE	CLASICO	PV 2016	TRAJE	56	NEGRO	8435408459891	18	0	254,90 €	36,00 €	121,00 €	82,28 €	85,00 €	82,28 €
165248058	1252480	TRAJE NEGRO 58	TRAJE NEGRO 58	TRAJE	CLASICO	PV 2016	TRAJE	58	NEGRO	8435408459907	13	0	254,90 €	36,00 €	121,00 €	81,23 €	85,00 €	81,23 €
170101000036348	1701010000363	AMERICANA ESPIGA MARINO 48	AMERICANA ESPIGA MARINO 48	AMERICANA	ESPIGA	OI2017	AMERICANA	48	MARINO	8435408476133	8	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036350	1701010000363	AMERICANA ESPIGA MARINO 50	AMERICANA ESPIGA MARINO 50	AMERICANA	ESPIGA	OI2017	AMERICANA	50	MARINO	8435408476140	10	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036352	1701010000363	AMERICANA ESPIGA MARINO 52	AMERICANA ESPIGA MARINO 52	AMERICANA	ESPIGA	OI2017	AMERICANA	52	MARINO	8435408476157	15	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036354	1701010000363	AMERICANA ESPIGA MARINO 54	AMERICANA ESPIGA MARINO 54	AMERICANA	ESPIGA	OI2017	AMERICANA	54	MARINO	8435408476164	14	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036356	1701010000363	AMERICANA ESPIGA MARINO 56	AMERICANA ESPIGA MARINO 56	AMERICANA	ESPIGA	OI2017	AMERICANA	56	MARINO	8435408476171	11	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036358	1701010000363	AMERICANA ESPIGA MARINO 58	AMERICANA ESPIGA MARINO 58	AMERICANA	ESPIGA	OI2017	AMERICANA	58	MARINO	8435408476188	8	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036948	1701010000369	AMERICANA ESPIGA AZULON 48	AMERICANA ESPIGA AZULON 48	AMERICANA	ESPIGA	OI2017	AMERICANA	48	AZULON	8435408476195	6	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036950	1701010000369	AMERICANA ESPIGA AZULON 50	AMERICANA ESPIGA AZULON 50	AMERICANA	ESPIGA	OI2017	AMERICANA	50	AZULON	8435408476201	8	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036952	1701010000369	AMERICANA ESPIGA AZULON 52	AMERICANA ESPIGA AZULON 52	AMERICANA	ESPIGA	OI2017	AMERICANA	52	AZULON	8435408476218	13	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036954	1701010000369	AMERICANA ESPIGA AZULON 54	AMERICANA ESPIGA AZULON 54	AMERICANA	ESPIGA	OI2017	AMERICANA	54	AZULON	8435408476225	13	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036956	1701010000369	AMERICANA ESPIGA AZULON 56	AMERICANA ESPIGA AZULON 56	AMERICANA	ESPIGA	OI2017	AMERICANA	56	AZULON	8435408476232	9	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000036958	1701010000369	AMERICANA ESPIGA AZULON 58	AMERICANA ESPIGA AZULON 58	AMERICANA	ESPIGA	OI2017	AMERICANA	58	AZULON	8435408476249	7	0	159,90 €	41,90 €	63,96 €	41,90 €	41,90 €	41,90 €
170101000236348	1701010002363	AMERICANA PIQUE MARINO 48	AMERICANA PIQUE MARINO 48	AMERICANA	PIQUE	OI2017	AMERICANA	48	MARINO	8435408476010	30	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000236350	1701010002363	AMERICANA PIQUE MARINO 50	AMERICANA PIQUE MARINO 50	AMERICANA	PIQUE	OI2017	AMERICANA	50	MARINO	8435408476027	50	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000236352	1701010002363	AMERICANA PIQUE MARINO 52	AMERICANA PIQUE MARINO 52	AMERICANA	PIQUE	OI2017	AMERICANA	52	MARINO	8435408476034	82	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000236354	1701010002363	AMERICANA PIQUE MARINO 54	AMERICANA PIQUE MARINO 54	AMERICANA	PIQUE	OI2017	AMERICANA	54	MARINO	8435408476041	82	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000236356	1701010002363	AMERICANA PIQUE MARINO 56	AMERICANA PIQUE MARINO 56	AMERICANA	PIQUE	OI2017	AMERICANA	56	MARINO	8435408476058	51	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000236358	1701010002363	AMERICANA PIQUE MARINO 58	AMERICANA PIQUE MARINO 58	AMERICANA	PIQUE	OI2017	AMERICANA	58	MARINO	8435408476065	32	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000254048	1701010002540	AMERICANA PIQUE GRIS 48	AMERICANA PIQUE GRIS 48	AMERICANA	PIQUE	OI2017	AMERICANA	48	GRIS	8435408476072	32	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000254050	1701010002540	AMERICANA PIQUE GRIS 50	AMERICANA PIQUE GRIS 50	AMERICANA	PIQUE	OI2017	AMERICANA	50	GRIS	8435408476089	52	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000254052	1701010002540	AMERICANA PIQUE GRIS 52	AMERICANA PIQUE GRIS 52	AMERICANA	PIQUE	OI2017	AMERICANA	52	GRIS	8435408476096	89	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000254054	1701010002540	AMERICANA PIQUE GRIS 54	AMERICANA PIQUE GRIS 54	AMERICANA	PIQUE	OI2017	AMERICANA	54	GRIS	8435408476102	89	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000254056	1701010002540	AMERICANA PIQUE GRIS 56	AMERICANA PIQUE GRIS 56	AMERICANA	PIQUE	OI2017	AMERICANA	56	GRIS	8435408476119	54	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
170101000254058	1701010002540	AMERICANA PIQUE GRIS 58	AMERICANA PIQUE GRIS 58	AMERICANA	PIQUE	OI2017	AMERICANA	58	GRIS	8435408476126	35	0	149,90 €	33,95 €	59,96 €	33,95 €	33,95 €	33,95 €
1701020007010L	1701020007010	CAMISA CLASSIC OXFORD BLANCO L	CAMISA CLASSIC OXFORD BLANCO L	CAMISA	OXFORD	OI2017	CAMISA	L	BLANCO	8435408479172	6	0	59,90 €	14,80 €	23,96 €	14,80 €	14,80 €	14,80 €
1701020007010M	1701020007010	CAMISA CLASSIC OXFORD BLANCO M	CAMISA CLASSIC OXFORD BLANCO M	CAMISA	OXFORD	OI2017	CAMISA	M	BLANCO	8435408479165	13	0	59,90 €	14,80 €	23,96 €	14,80 €	14,80 €	14,80 €
1701020007010S	1701020007010	CAMISA CLASSIC OXFORD BLANCO S	CAMISA CLASSIC OXFORD BLANCO S	CAMISA	OXFORD	OI2017	CAMISA	S	BLANCO	8435408479158	0	0	59,90 €	14,80 €	23,96 €	14,80 €	14,80 €	14,80 €
1701020007010XL	1701020007010	CAMISA CLASSIC OXFORD BLANCO XL	CAMISA CLASSIC OXFORD BLANCO XL	CAMISA	OXFORD	OI2017	CAMISA	XL	BLANCO	8435408479189	0	0	59,90 €	14,80 €	23,96 €	14,80 €	14,80 €	14,80 €
1701020007010XXL	1701020007010	CAMISA CLASSIC OXFORD BLANCO XXL	CAMISA CLASSIC OXFORD BLANCO XXL	CAMISA	OXFORD	OI2017	CAMISA	XXL	BLANCO	8435408479196	0	0	59,90 €	14,80 €	23,96 €	14,80 €	14,80 €	14,80 €
1701020007240L	1701020007240	CAMISA CLASSIC OXFORD ROJO L	CAMISA CLASSIC OXFORD ROJO L	CAMISA	OXFORD	OI2017	CAMISA	L	ROJO	8435408479226	2	0	59,90 €	14,80 €	23,96 €	14,80 €	14,80 €	14,80 €
